full_name,month,commits,active_contributors,treatment_date,treatment_month,first_ai_file,treated,months_since_treatment,owner_type,queried_language,primary_language,created_at,license,ai_maturity_level,new_stars,new_issues,new_forks,prs_merged,new_releases
donnemartin/system-design-primer,2024-01,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,6072,6,801,0,0
donnemartin/system-design-primer,2024-02,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3204,3,465,0,0
donnemartin/system-design-primer,2024-03,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,2415,1,440,0,0
donnemartin/system-design-primer,2024-04,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,5464,2,813,0,0
donnemartin/system-design-primer,2024-05,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3956,0,625,0,0
donnemartin/system-design-primer,2024-06,2,2,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,4104,9,537,2,0
donnemartin/system-design-primer,2024-07,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3809,5,593,0,0
donnemartin/system-design-primer,2024-08,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3069,2,525,0,0
donnemartin/system-design-primer,2024-09,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3017,78,493,0,0
donnemartin/system-design-primer,2024-10,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3013,5,425,0,0
donnemartin/system-design-primer,2024-11,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,4136,4,506,0,0
donnemartin/system-design-primer,2024-12,1,1,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,6169,8,877,1,0
donnemartin/system-design-primer,2025-01,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,4033,3,586,0,0
donnemartin/system-design-primer,2025-02,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,2941,7,399,0,0
donnemartin/system-design-primer,2025-03,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,4717,1,776,0,0
donnemartin/system-design-primer,2025-04,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,2546,2,406,0,0
donnemartin/system-design-primer,2025-05,1,1,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3761,3,491,1,0
donnemartin/system-design-primer,2025-06,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,4868,22,632,0,0
donnemartin/system-design-primer,2025-07,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,3050,2,395,0,0
donnemartin/system-design-primer,2025-08,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,2773,1,366,0,0
donnemartin/system-design-primer,2025-09,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,2136,3,333,0,0
donnemartin/system-design-primer,2025-10,1,1,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,1211,4,58,0,0
donnemartin/system-design-primer,2025-11,2,2,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,1408,1,0,0,0
donnemartin/system-design-primer,2025-12,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,1334,1,187,0,0
donnemartin/system-design-primer,2026-01,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,1210,2,163,0,0
donnemartin/system-design-primer,2026-02,0,0,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,998,1,138,0,0
donnemartin/system-design-primer,2026-03,7,7,,,,0,,User,Python,Python,2017-02-26T16:15:28Z,NOASSERTION,1,859,1,110,0,0
public-apis/public-apis,2024-01,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,4753,8,525,0,0
public-apis/public-apis,2024-02,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,5942,10,630,0,0
public-apis/public-apis,2024-03,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,5016,13,545,0,0
public-apis/public-apis,2024-04,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,4472,3,553,1,0
public-apis/public-apis,2024-05,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3070,3,358,0,0
public-apis/public-apis,2024-06,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2453,2,287,0,0
public-apis/public-apis,2024-07,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,10949,37,847,0,0
public-apis/public-apis,2024-08,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3946,4,426,0,0
public-apis/public-apis,2024-09,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2531,11,373,0,0
public-apis/public-apis,2024-10,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3431,9,351,0,0
public-apis/public-apis,2024-11,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2613,2,253,0,0
public-apis/public-apis,2024-12,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3655,7,330,0,0
public-apis/public-apis,2025-01,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,4211,7,442,0,0
public-apis/public-apis,2025-02,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2713,6,300,0,0
public-apis/public-apis,2025-03,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,5911,18,566,0,0
public-apis/public-apis,2025-04,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3894,5,378,0,0
public-apis/public-apis,2025-05,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,9090,20,807,0,0
public-apis/public-apis,2025-06,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3847,22,383,0,0
public-apis/public-apis,2025-07,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2911,1,361,0,0
public-apis/public-apis,2025-08,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3168,10,376,0,0
public-apis/public-apis,2025-09,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2118,11,315,0,0
public-apis/public-apis,2025-10,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2629,11,77,0,0
public-apis/public-apis,2025-11,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2969,10,0,0,0
public-apis/public-apis,2025-12,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2849,8,345,0,0
public-apis/public-apis,2026-01,0,0,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2239,3,266,0,0
public-apis/public-apis,2026-02,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,2316,1,307,0,0
public-apis/public-apis,2026-03,1,1,,,,0,,Organization,Python,Python,2016-03-20T23:49:42Z,MIT,1,3446,11,459,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-01,215,20,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,3965,115,780,64,0
AUTOMATIC1111/stable-diffusion-webui,2024-02,137,18,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,3647,97,732,28,1
AUTOMATIC1111/stable-diffusion-webui,2024-03,244,27,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,4120,113,835,77,1
AUTOMATIC1111/stable-diffusion-webui,2024-04,116,17,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2906,112,623,25,5
AUTOMATIC1111/stable-diffusion-webui,2024-05,55,12,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2789,86,555,1,1
AUTOMATIC1111/stable-diffusion-webui,2024-06,130,17,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2526,65,437,53,0
AUTOMATIC1111/stable-diffusion-webui,2024-07,95,10,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2327,65,395,40,2
AUTOMATIC1111/stable-diffusion-webui,2024-08,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2020,61,368,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-09,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1818,23,305,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-10,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1778,28,310,23,0
AUTOMATIC1111/stable-diffusion-webui,2024-11,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1691,23,262,5,0
AUTOMATIC1111/stable-diffusion-webui,2024-12,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1668,19,299,8,0
AUTOMATIC1111/stable-diffusion-webui,2025-01,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1656,14,303,1,0
AUTOMATIC1111/stable-diffusion-webui,2025-02,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,2177,17,372,3,1
AUTOMATIC1111/stable-diffusion-webui,2025-03,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1987,19,345,1,0
AUTOMATIC1111/stable-diffusion-webui,2025-04,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1550,18,286,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-05,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,1165,11,258,5,0
AUTOMATIC1111/stable-diffusion-webui,2025-06,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,727,11,147,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-07,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,794,9,162,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-08,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,694,5,150,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-09,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,626,4,169,1,0
AUTOMATIC1111/stable-diffusion-webui,2025-10,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,333,3,41,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-11,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,431,5,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2025-12,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,436,4,124,0,0
AUTOMATIC1111/stable-diffusion-webui,2026-01,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,421,4,143,0,0
AUTOMATIC1111/stable-diffusion-webui,2026-02,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,373,6,86,0,0
AUTOMATIC1111/stable-diffusion-webui,2026-03,0,0,,,,0,,User,Python,Python,2022-08-22T14:05:26Z,AGPL-3.0,1,210,6,56,0,0
TheAlgorithms/Python,2024-01,14,6,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1278,3,275,13,0
TheAlgorithms/Python,2024-02,6,4,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1111,3,278,5,0
TheAlgorithms/Python,2024-03,15,6,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1333,4,315,14,0
TheAlgorithms/Python,2024-04,23,4,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,2873,2,618,23,0
TheAlgorithms/Python,2024-05,9,5,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1617,6,395,9,0
TheAlgorithms/Python,2024-06,15,12,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1174,0,308,15,0
TheAlgorithms/Python,2024-07,7,3,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1270,4,330,7,0
TheAlgorithms/Python,2024-08,6,4,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1432,3,323,6,0
TheAlgorithms/Python,2024-09,10,5,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1243,13,333,9,0
TheAlgorithms/Python,2024-10,24,13,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,9448,61,1360,25,0
TheAlgorithms/Python,2024-11,6,2,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1250,7,377,6,0
TheAlgorithms/Python,2024-12,52,28,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1565,3,356,52,0
TheAlgorithms/Python,2025-01,15,10,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1137,9,262,15,0
TheAlgorithms/Python,2025-02,7,5,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1097,4,227,5,0
TheAlgorithms/Python,2025-03,12,8,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1423,2,305,11,0
TheAlgorithms/Python,2025-04,14,9,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1257,7,245,11,0
TheAlgorithms/Python,2025-05,24,9,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,987,5,228,23,0
TheAlgorithms/Python,2025-06,2,2,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,923,5,149,0,0
TheAlgorithms/Python,2025-07,8,5,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,868,7,168,7,0
TheAlgorithms/Python,2025-08,33,29,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1670,5,406,26,0
TheAlgorithms/Python,2025-09,12,8,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,2159,4,407,7,0
TheAlgorithms/Python,2025-10,16,14,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1088,12,180,2,0
TheAlgorithms/Python,2025-11,3,3,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,720,10,0,0,0
TheAlgorithms/Python,2025-12,2,2,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,1174,4,222,0,0
TheAlgorithms/Python,2026-01,5,5,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,444,3,114,0,0
TheAlgorithms/Python,2026-02,1,1,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,303,2,82,0,0
TheAlgorithms/Python,2026-03,26,22,,,,0,,Organization,Python,Python,2016-07-16T09:44:01Z,MIT,1,293,3,59,0,0
521xueweihan/HelloGitHub,2024-01,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1388,15,80,0,1
521xueweihan/HelloGitHub,2024-02,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1003,5,67,0,1
521xueweihan/HelloGitHub,2024-03,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1532,24,101,0,1
521xueweihan/HelloGitHub,2024-04,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1250,15,39,0,1
521xueweihan/HelloGitHub,2024-05,3,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1128,16,46,0,1
521xueweihan/HelloGitHub,2024-06,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1349,15,42,0,1
521xueweihan/HelloGitHub,2024-07,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1606,8,61,0,1
521xueweihan/HelloGitHub,2024-08,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1376,7,64,0,1
521xueweihan/HelloGitHub,2024-09,4,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1554,13,67,0,1
521xueweihan/HelloGitHub,2024-10,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1393,15,59,0,1
521xueweihan/HelloGitHub,2024-11,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1593,15,55,0,1
521xueweihan/HelloGitHub,2024-12,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,2891,19,134,0,1
521xueweihan/HelloGitHub,2025-01,5,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1195,12,60,0,1
521xueweihan/HelloGitHub,2025-02,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1212,13,53,0,1
521xueweihan/HelloGitHub,2025-03,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1591,14,75,0,0
521xueweihan/HelloGitHub,2025-04,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1577,15,59,0,1
521xueweihan/HelloGitHub,2025-05,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,11301,12,358,0,1
521xueweihan/HelloGitHub,2025-06,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,3143,11,116,0,1
521xueweihan/HelloGitHub,2025-07,2,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,2272,6,76,0,1
521xueweihan/HelloGitHub,2025-08,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,2207,9,67,0,0
521xueweihan/HelloGitHub,2025-09,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1605,6,54,0,1
521xueweihan/HelloGitHub,2025-10,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1112,5,12,0,0
521xueweihan/HelloGitHub,2025-11,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1244,9,0,0,1
521xueweihan/HelloGitHub,2025-12,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1400,8,47,0,1
521xueweihan/HelloGitHub,2026-01,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,1100,7,30,0,1
521xueweihan/HelloGitHub,2026-02,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,787,5,21,0,0
521xueweihan/HelloGitHub,2026-03,1,1,,,,0,,User,Python,Python,2016-05-04T06:24:11Z,,1,822,5,31,0,0
EbookFoundation/free-programming-books,2024-01,17,9,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,4753,12,695,16,0
EbookFoundation/free-programming-books,2024-02,6,3,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,3293,4,408,7,0
EbookFoundation/free-programming-books,2024-03,17,12,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,3992,9,503,15,0
EbookFoundation/free-programming-books,2024-04,12,9,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,3988,5,634,11,0
EbookFoundation/free-programming-books,2024-05,5,4,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2628,4,399,4,0
EbookFoundation/free-programming-books,2024-06,11,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2786,6,357,10,0
EbookFoundation/free-programming-books,2024-07,6,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,5304,19,646,6,0
EbookFoundation/free-programming-books,2024-08,8,7,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2763,10,363,8,0
EbookFoundation/free-programming-books,2024-09,7,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2519,13,362,7,0
EbookFoundation/free-programming-books,2024-10,252,111,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2728,25,526,228,0
EbookFoundation/free-programming-books,2024-11,14,8,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,3429,9,342,14,0
EbookFoundation/free-programming-books,2024-12,15,9,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,4858,9,512,13,0
EbookFoundation/free-programming-books,2025-01,4,3,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,4501,3,523,4,0
EbookFoundation/free-programming-books,2025-02,4,3,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2262,6,237,3,0
EbookFoundation/free-programming-books,2025-03,9,7,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,3033,7,329,5,0
EbookFoundation/free-programming-books,2025-04,12,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,1910,2,217,10,0
EbookFoundation/free-programming-books,2025-05,2,2,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2472,1,253,2,0
EbookFoundation/free-programming-books,2025-06,5,4,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2091,21,166,4,0
EbookFoundation/free-programming-books,2025-07,1,1,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,1765,4,201,0,0
EbookFoundation/free-programming-books,2025-08,7,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,1810,2,149,1,0
EbookFoundation/free-programming-books,2025-09,24,16,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,2451,6,305,8,0
EbookFoundation/free-programming-books,2025-10,428,156,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,1943,20,187,75,0
EbookFoundation/free-programming-books,2025-11,37,24,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,1052,3,0,0,0
EbookFoundation/free-programming-books,2025-12,3,3,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,782,2,90,0,0
EbookFoundation/free-programming-books,2026-01,8,6,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,810,1,86,0,0
EbookFoundation/free-programming-books,2026-02,7,7,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,745,0,103,0,0
EbookFoundation/free-programming-books,2026-03,27,21,,,,0,,Organization,Python,Python,2013-10-11T06:50:37Z,CC-BY-4.0,1,413,3,52,0,0
trekhleb/javascript-algorithms,2024-01,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1063,1,182,0,0
trekhleb/javascript-algorithms,2024-02,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1096,3,189,0,0
trekhleb/javascript-algorithms,2024-03,6,5,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,984,1,207,6,0
trekhleb/javascript-algorithms,2024-04,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1928,3,389,0,0
trekhleb/javascript-algorithms,2024-05,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1584,6,295,0,0
trekhleb/javascript-algorithms,2024-06,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1087,1,221,0,0
trekhleb/javascript-algorithms,2024-07,11,11,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1057,4,245,11,0
trekhleb/javascript-algorithms,2024-08,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1090,1,201,0,0
trekhleb/javascript-algorithms,2024-09,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,1336,21,256,0,0
trekhleb/javascript-algorithms,2024-10,1,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,867,2,138,0,0
trekhleb/javascript-algorithms,2024-11,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,652,5,104,0,0
trekhleb/javascript-algorithms,2024-12,1,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,651,3,112,0,0
trekhleb/javascript-algorithms,2025-01,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,803,2,161,0,0
trekhleb/javascript-algorithms,2025-02,2,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,696,1,107,2,0
trekhleb/javascript-algorithms,2025-03,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,669,1,125,0,0
trekhleb/javascript-algorithms,2025-04,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,458,1,97,0,0
trekhleb/javascript-algorithms,2025-05,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,398,3,66,0,0
trekhleb/javascript-algorithms,2025-06,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,259,2,43,0,0
trekhleb/javascript-algorithms,2025-07,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,604,0,90,0,0
trekhleb/javascript-algorithms,2025-08,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,570,1,83,0,0
trekhleb/javascript-algorithms,2025-09,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,272,1,91,0,0
trekhleb/javascript-algorithms,2025-10,1,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,178,1,15,0,0
trekhleb/javascript-algorithms,2025-11,7,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,360,1,0,0,0
trekhleb/javascript-algorithms,2025-12,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,333,0,41,0,0
trekhleb/javascript-algorithms,2026-01,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,144,0,25,0,0
trekhleb/javascript-algorithms,2026-02,2,1,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,140,1,20,0,0
trekhleb/javascript-algorithms,2026-03,0,0,,,,0,,User,JavaScript,JavaScript,2018-03-24T07:47:04Z,MIT,1,100,2,13,0,0
airbnb/javascript,2024-01,0,0,,,,0,,Organization,JavaScript,JavaScript,2012-11-01T23:13:50Z,MIT,1,594,3,115,1,0
airbnb/javascript,2024-02,0,0,,,,0,,Organization,JavaScript,JavaScript,2012-11-01T23:13:50Z,MIT,1,574,9,175,0,0
